Row ID;Order ID;Order Date;Date Key;Contact Name;Country;City;Region;Subregion;Customer;Customer ID;Industry;Segment;Product;License;Sales;Quantity;Discount;Profit
5544;AMER-2022-134936;12/20/2022;20221220;Sophie Lewis;Chile;Santiago;AMER;LATAM;Samsung Electronics;1015;Tech;Strategic;ContactMatcher;CV1GD6JFOD;10.44;6;00.07;-7.656
5545;AMER-2022-134936;12/20/2022;20221220;Sophie Lewis;Chile;Santiago;AMER;LATAM;Samsung Electronics;1015;Tech;Strategic;ContactMatcher;PKEB4H4WCB;5.214;2;00.07;-41.712
5546;EMEA-2023-102967;9/23/2023;20230923;Pippa Chapman;Greece;Athens;EMEA;EU-EAST;China National Petroleum;1023;Energy;Enterprise;Marketing Suite - Gold;LJUJA7LKLH;67.04.00;5;0;17.524
5547;EMEA-2023-151008;09/08/23;20230908;Amelia Chapman;Turkey;Bursa;EMEA;MEA;Bosch;1076;Tech;SMB;SaaS Connector Pack;RNIHEGB939;25.16.00;2;0;105.672
5548;EMEA-2023-151008;09/08/23;20230908;Amelia Chapman;Turkey;Bursa;EMEA;MEA;Bosch;1076;Tech;SMB;Site Analytics;C0LKH3A32V;126.56.00;4;00.02;47.46.00
5549;AMER-2020-159800;11/28/2020;20201128;Kimberly Langdon;United States;Los Angeles;AMER;NAMER;Home Depot;1047;Retail;SMB;OneView;S9Q2MGQG61;43.68;3;0;117.936
5550;AMER-2020-159800;11/28/2020;20201128;Kimberly Langdon;United States;Los Angeles;AMER;NAMER;Home Depot;1047;Retail;SMB;Data Smasher;OS1WV7LHNS;139.93;7;0;349.825
5551;APJ-2020-159618;11/12/20;20201112;Lisa Lawrence;Japan;Tokyo;APJ;JAPN;J.P. Morgan Chase & Co.;1054;Finance;Strategic;ChatBot Plugin;6QHXX97QY7;2.672;1;00.02;0,231944444
5552;APJ-2020-159618;11/12/20;20201112;Lisa Lawrence;Japan;Tokyo;APJ;JAPN;J.P. Morgan Chase & Co.;1054;Finance;Strategic;Support;U3TL3QKANT;16.656;6;00.02;-3.123
5553;APJ-2020-159618;11/12/20;20201112;Lisa Lawrence;Japan;Tokyo;APJ;JAPN;J.P. Morgan Chase & Co.;1054;Finance;Strategic;Data Smasher;K7ERZZXK2R;79.512;3;00.02;208.719
5554;APJ-2020-159618;11/12/20;20201112;Lisa Lawrence;Japan;Tokyo;APJ;JAPN;J.P. Morgan Chase & Co.;1054;Finance;Strategic;Support;WMR8JXTMSR;36.288;7;00.02;127.008
5555;APJ-2020-159618;11/12/20;20201112;Lisa Lawrence;Japan;Tokyo;APJ;JAPN;J.P. Morgan Chase & Co.;1054;Finance;Strategic;Marketing Suite;UBQ6QZM9JC;679.932;1;00.32;-129.987
5556;EMEA-2023-116113;10/03/23;20231003;Andrew Lewis;Portugal;Porto;EMEA;EU-WEST;PepsiCo;1073;Consumer Products;Strategic;SaaS Connector Pack;UGLTJV7MMH;10.16;2;0;34.544
5557;EMEA-2021-125066;12/14/2021;20211214;William May;Ukraine;Kyiv;EMEA;EU-EAST;AT&T;1010;Communications;Strategic;SaaS Connector Pack;S3Z0SHFBIS;06.16;2;0;19.712
5558;EMEA-2021-125066;12/14/2021;20211214;William May;Ukraine;Kyiv;EMEA;EU-EAST;AT&T;1010;Communications;Strategic;ChatBot Plugin;1SMG40JEL5;56.03.00;2;0;15.764
5559;EMEA-2021-114741;12/06/21;20211206;Joe Lee;Israel;Tel Aviv;EMEA;EU-EAST;Allianz;1080;Finance;SMB;Support;OXODBVR10F;06.48;1;0;31.104
5560;EMEA-2021-114741;12/06/21;20211206;Joe Lee;Israel;Tel Aviv;EMEA;EU-EAST;Allianz;1080;Finance;SMB;Marketing Suite - Gold;0ZCAIKWSH5;1325.85;5;0;238.653
5561;EMEA-2021-114741;12/06/21;20211206;Joe Lee;Israel;Tel Aviv;EMEA;EU-EAST;Allianz;1080;Finance;SMB;FinanceHub;36B3W8YB07;0,648611111;3;0;68.724
5562;EMEA-2023-133263;04/01/23;20230401;Bernadette Scott;Finland;Helsinki;EMEA;NOR;American Express;1005;Finance;Strategic;ContactMatcher;FETQKWIZE2;34.54.00;1;0;17.27
5563;EMEA-2023-133263;04/01/23;20230401;Bernadette Scott;Finland;Helsinki;EMEA;NOR;American Express;1005;Finance;Strategic;Alchemy;BR62OHN2RT;2999.95;5;0;1.439.976
5564;EMEA-2023-133263;04/01/23;20230401;Bernadette Scott;Finland;Helsinki;EMEA;NOR;American Express;1005;Finance;Strategic;ContactMatcher;WSH91ZGDRX;64.12.00;4;0;307.776
5565;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;ChatBot Plugin;IVSSEZYW5I;19.456;4;00.02;21.888
5566;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;Big Ol Database;AN3W1MV6CJ;209.986;2;00.03;89.994
5567;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;ChatBot Plugin;NFMRVL9KMF;29.76;5;00.02;0,101388889
5568;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;FinanceHub;J1UX7F6AOI;89.768;1;00.03;-25.648
5569;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;Alchemy;C3DK92X62V;959.984;2;00.02;3.359.944
5570;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;Support;2X5W836MN6;15.552;3;00.02;56.376
5571;APJ-2023-157966;3/14/2023;20230314;Molly Watson;Australia;Sydney;APJ;ANZ;Philip Morris International;1075;Consumer Products;Enterprise;Site Analytics;MJ1YVJUYUK;34.36.00;1;00.02;-73.015
5572;AMER-2020-151162;12/05/20;20201205;Lily Paterson;Mexico;Mexico City;AMER;LATAM;Carrefour;1048;Retail;Strategic;Support;XN2FKDBN7Q;98.376;3;00.02;356.613
5573;AMER-2020-151162;12/05/20;20201205;Lily Paterson;Mexico;Mexico City;AMER;LATAM;Carrefour;1048;Retail;Strategic;ContactMatcher;KILBA9CVUB;29.94;4;00.07;-23.952
5574;AMER-2020-151162;12/05/20;20201205;Lily Paterson;Mexico;Mexico City;AMER;LATAM;Carrefour;1048;Retail;Strategic;Support;D6V8Z5X1DE;17.472;3;00.02;56.784
5575;AMER-2020-151162;12/05/20;20201205;Lily Paterson;Mexico;Mexico City;AMER;LATAM;Carrefour;1048;Retail;Strategic;Site Analytics;0JT2IRBTQ2;36.738;1;00.04;-91.845
5576;AMER-2020-151162;12/05/20;20201205;Lily Paterson;Mexico;Mexico City;AMER;LATAM;Carrefour;1048;Retail;Strategic;Site Analytics;0ZGV9XPAGM;179.94;2;00.04;-44.985
5577;AMER-2022-136686;12/13/2022;20221213;Joe Hughes;United States;Newark;AMER;NAMER;J.P. Morgan Chase & Co.;1054;Finance;SMB;SaaS Connector Pack;4FTIEYOXF4;383.64;6;0;1.227.648
5578;AMER-2022-136686;12/13/2022;20221213;Joe Hughes;United States;Newark;AMER;NAMER;J.P. Morgan Chase & Co.;1054;Finance;SMB;OneView;5GCV87Y2DH;56.52.00;3;0;158.256
5579;AMER-2023-137498;09/10/23;20230910;Jan White;United States;New York City;AMER;NAMER;Lukoil;1044;Energy;SMB;ChatBot Plugin;J0M7MV35Z0;06.56;2;0;19.024
5580;AMER-2023-137498;09/10/23;20230910;Jan White;United States;New York City;AMER;NAMER;Lukoil;1044;Energy;SMB;FinanceHub;J3NPMXNR2Z;243.92;5;00.02;-15.245
5581;AMER-2023-137498;09/10/23;20230910;Jan White;United States;New York City;AMER;NAMER;Lukoil;1044;Energy;SMB;Support;W59TRO2ZN5;47.52.00;9;0;228.096
5582;APJ-2023-163818;10/05/23;20231005;Eric McLean;China;Shenzhen;APJ;APAC;Abbott Laboratories;1001;Healthcare;Enterprise;SaaS Connector Pack;HBYGFYR7X2;0,859722222;1;0;85.914
5583;EMEA-2022-161158;05/10/22;20220510;Eric McLean;United Kingdom;London;EMEA;UKIR;Abbott Laboratories;1001;Healthcare;Enterprise;ChatBot Plugin;IU5HGLDBRD;8;5;0;03.44
5584;AMER-2020-116673;12/15/2020;20201215;Nicola Pullman;United States;Seattle;AMER;NAMER;ConocoPhillips;1024;Energy;SMB;SaaS Connector Pack;PFNPL5F9NX;06.16;2;0;19.712
5585;EMEA-2023-105333;12/01/23;20231201;Abigail Langdon;United Kingdom;London;EMEA;UKIR;Exxon Mobil;1034;Energy;Enterprise;Marketing Suite - Gold;NEEPPLEGII;83.56.00;4;0;16.712
5586;EMEA-2023-105333;12/01/23;20231201;Abigail Langdon;United Kingdom;London;EMEA;UKIR;Exxon Mobil;1034;Energy;Enterprise;Site Analytics;HQBO2HCBET;546.06.00;3;0;163.818
5587;EMEA-2023-105333;12/01/23;20231201;Abigail Langdon;United Kingdom;London;EMEA;UKIR;Exxon Mobil;1034;Energy;Enterprise;Marketing Suite - Gold;11XHJEVJMD;269.49.00;3;0;53.898
5588;AMER-2021-149993;3/19/2021;20210319;William Robertson;United States;Roswell;AMER;NAMER;General Electric;1040;Finance;SMB;Storage;S934VB9S2F;10.09;5;0;3.597
5589;EMEA-2020-168158;7/19/2020;20200719;Alan Berry;Netherlands;The Hague;EMEA;EU-WEST;Home Depot;1047;Retail;Enterprise;ContactMatcher;N4EXN81HV9;6.096;2;00.02;22.098
5590;AMER-2022-115224;12/09/22;20221209;Andrew Wilkins;United States;Los Angeles;AMER;NAMER;BNP Paribas;1065;Finance;SMB;Marketing Suite - Gold;TFEKH9KK86;34.05.00;3;0;9.534
5591;AMER-2022-115224;12/09/22;20221209;Andrew Wilkins;United States;Los Angeles;AMER;NAMER;BNP Paribas;1065;Finance;SMB;Marketing Suite - Gold;A14I0HHM97;352.38.00;2;0;810.474
5592;AMER-2020-164742;10/13/2020;20201013;Michael Forsyth;Argentina;Buenos Aires;AMER;LATAM;Siemens;1043;Manufacturing;Strategic;FinanceHub;UVE4D9ST5V;245.98;2;0;270.578
5593;AMER-2020-164742;10/13/2020;20201013;Michael Forsyth;Argentina;Buenos Aires;AMER;LATAM;Siemens;1043;Manufacturing;Strategic;ContactMatcher;QG2DS7XZLF;0,815277778;1;0;09.47
5594;AMER-2023-108014;11/20/2023;20231120;Theresa Paige;Mexico;Tijuana;AMER;LATAM;Panasonic;1091;Tech;SMB;ContactMatcher;7Y9QBCSQMC;59.913;7;00.07;-459.333
5595;APJ-2023-160325;9/25/2023;20230925;Dominic Bell;South Korea;Busan;APJ;APAC;Mitsubishi;1050;Manufacturing;Strategic;Site Analytics;1V8P2U7ZBD;391.98;2;0;1.097.544
5596;APJ-2023-160325;9/25/2023;20230925;Dominic Bell;South Korea;Busan;APJ;APAC;Mitsubishi;1050;Manufacturing;Strategic;Site Analytics;FNGY1NYDI2;437.85;3;0;131.355
5597;EMEA-2021-159779;9/25/2021;20210925;Victor Lewis;Greece;Athens;EMEA;EU-EAST;BNP Paribas;1065;Finance;SMB;ContactMatcher;24KJE2ZDZF;68.62;2;0;322.514
5598;APJ-2023-151176;2/14/2023;20230214;Alexander Hill;China;Beijing;APJ;APAC;Philip Morris International;1075;Consumer Products;SMB;Support;0A7W98L0HJ;25.02.00;3;0;65.052
5599;APJ-2023-151176;2/14/2023;20230214;Alexander Hill;China;Beijing;APJ;APAC;Philip Morris International;1075;Consumer Products;SMB;ChatBot Plugin;Y4ZT0Y12UG;0,465972222;3;0;27.846
5600;AMER-2020-108903;10/03/20;20201003;Colin Glover;Mexico;Mexico City;AMER;LATAM;Verizon Communications;1094;Communications;SMB;ChatBot Plugin;DXDHVHOII0;55.984;2;00.02;41.988
5601;AMER-2020-108903;10/03/20;20201003;Colin Glover;Mexico;Mexico City;AMER;LATAM;Verizon Communications;1094;Communications;SMB;SaaS Connector Pack - Gold;9NJQWWCUNF;14.48;5;00.02;4.887
5602;AMER-2020-108903;10/03/20;20201003;Colin Glover;Mexico;Mexico City;AMER;LATAM;Verizon Communications;1094;Communications;SMB;Data Smasher;Q8JAVUOF9K;142.488;3;00.02;-35.622
5603;APJ-2022-117919;8/28/2022;20220828;Andrew Smith;Japan;Tokyo;APJ;JAPN;Johnson & Johnson;1055;Healthcare;Strategic;Marketing Suite - Gold;EFLISNPEDK;14.16;1;00.02;1.062
5604;APJ-2022-117919;8/28/2022;20220828;Andrew Smith;Japan;Tokyo;APJ;JAPN;Johnson & Johnson;1055;Healthcare;Strategic;Support;P4MD790BU7;79.92;5;00.02;27.972
5605;EMEA-2021-142475;12/03/21;20211203;Leah Murray;United Kingdom;London;EMEA;UKIR;Bosch;1076;Tech;Strategic;ContactMatcher;YKABQQM339;590.352;6;00.02;2.066.232
5606;EMEA-2022-134516;9/21/2022;20220921;Carol Berry;Sweden;Malmö;EMEA;NOR;American Express;1005;Finance;Strategic;SaaS Connector Pack;OW4BX96YA2;17.088;2;00.02;1.068
5607;EMEA-2022-134516;9/21/2022;20220921;Carol Berry;Sweden;Malmö;EMEA;NOR;American Express;1005;Finance;Strategic;FinanceHub;K2MSVZ7XTE;98.392;1;00.02;-110.691
5608;EMEA-2023-105193;3/26/2023;20230326;Gordon Parr;United Kingdom;London;EMEA;UKIR;Aetna;1002;Healthcare;SMB;ChatBot Plugin;7EDXJMIVDQ;11.05;5;0;29.835
5609;AMER-2021-168634;12/06/21;20211206;Brian Peters;United States;Los Angeles;AMER;NAMER;China National Petroleum;1023;Energy;SMB;OneView;6QMS3ZAFJI;0,345833333;2;0;20.228
5610;EMEA-2023-117198;09/01/23;20230901;Molly MacDonald;Czech Republic;Prague;EMEA;EU-EAST;Toyota Motor;1087;Manufacturing;SMB;Data Smasher;KI895K7737;659.09.00;2;0;217.767
5611;AMER-2021-145828;10/05/21;20211005;Tracey Knox;Mexico;Guadalajara;AMER;LATAM;Gazprom;1027;Energy;SMB;Data Smasher;T0C38KKZKC;53.04.00;3;00.02;-4.641
5612;AMER-2023-121027;8/19/2023;20230819;Harry McGrath;Canada;Toronto;AMER;NAMER;Valero Energy;1093;Energy;Strategic;Data Smasher;FXVO2SVT0F;843.09.00;2;0;371.316
5613;AMER-2023-121027;8/19/2023;20230819;Harry McGrath;Canada;Toronto;AMER;NAMER;Valero Energy;1093;Energy;Strategic;Data Smasher;JGQQKWPRAK;1496.16.00;9;0;224.424
5614;EMEA-2022-147431;02/02/22;20220202;Carolyn Parr;United Kingdom;London;EMEA;UKIR;Valero Energy;1093;Energy;SMB;Marketing Suite - Gold;87MEP1T4FC;117.96;2;0;5.898
5615;EMEA-2022-158001;8/24/2022;20220824;Anna Reid;United Kingdom;London;EMEA;UKIR;China National Petroleum;1023;Energy;Strategic;ChatBot Plugin;IKH0NLQI76;21.03;5;0;8.733
5616;EMEA-2022-158001;8/24/2022;20220824;Anna Reid;United Kingdom;London;EMEA;UKIR;China National Petroleum;1023;Energy;Strategic;OneView;33RUXFOW9P;1040.08.00;5;0;281.016
5617;EMEA-2022-158001;8/24/2022;20220824;Anna Reid;United Kingdom;London;EMEA;UKIR;China National Petroleum;1023;Energy;Strategic;ChatBot Plugin;MLHQGRCCGT;29.34.00;6;0;79.218
5618;EMEA-2023-125745;07/01/23;20230701;Deirdre Bailey;South Africa;Cape Town;EMEA;MEA;Phillips 66;1056;Energy;Strategic;SaaS Connector Pack;9GNWVPDV2J;19.52;2;00.02;5.368
5619;AMER-2021-101154;9/18/2021;20210918;Emily Campbell;United States;Seattle;AMER;NAMER;Allianz;1080;Finance;SMB;Marketing Suite - Gold;0F0N0Q0T5D;443.92;4;0;88.784
5620;EMEA-2022-124163;9/26/2022;20220926;Kevin Mitchell;Italy;Palermo;EMEA;EU;Fannie Mae;1035;Finance;Strategic;Data Smasher;6K9SLCDOFO;499.95;5;0;1.749.825
5621;EMEA-2022-124163;9/26/2022;20220926;Kevin Mitchell;Italy;Palermo;EMEA;EU;Fannie Mae;1035;Finance;Strategic;ChatBot Plugin;57447WDULZ;03.04;1;0;10.336
5622;EMEA-2022-124163;9/26/2022;20220926;Kevin Mitchell;Italy;Palermo;EMEA;EU;Fannie Mae;1035;Finance;Strategic;FinanceHub;XGFUGU8O3T;201.96;2;0;50.49.00
5623;EMEA-2022-124163;9/26/2022;20220926;Kevin Mitchell;Italy;Palermo;EMEA;EU;Fannie Mae;1035;Finance;Strategic;SaaS Connector Pack;4XUI8HUMEU;68.64;11;0;17.16
5624;AMER-2022-121748;10/25/2022;20221025;Evan Terry;United States;New York City;AMER;NAMER;Tyson Foods;1088;Consumer Products;Strategic;Data Smasher;IQXAO3IIYQ;100;4;0;21
5625;AMER-2022-121748;10/25/2022;20221025;Evan Terry;United States;New York City;AMER;NAMER;Tyson Foods;1088;Consumer Products;Strategic;Data Smasher;FM3I8BWMMA;359.98;2;0;215.988
5626;AMER-2020-126683;9/29/2020;20200929;Tracey Dickens;Canada;Toronto;AMER;NAMER;Mitsubishi;1050;Manufacturing;Enterprise;SaaS Connector Pack;H3RA8BHYX8;06.16;2;0;29.568
5627;AMER-2020-126683;9/29/2020;20200929;Tracey Dickens;Canada;Toronto;AMER;NAMER;Mitsubishi;1050;Manufacturing;Enterprise;ContactMatcher;X20GA5GX5T;2348.82;9;0;3.992.994
5628;EMEA-2023-148810;6/27/2023;20230627;Carol James;Germany;Hamburg;EMEA;EU-WEST;AmerisourceBergen;1007;Healthcare;Strategic;FinanceHub;MNQ7EMGOIB;13.872;6;00.02;46.818
5629;EMEA-2023-148810;6/27/2023;20230627;Carol James;Germany;Hamburg;EMEA;EU-WEST;AmerisourceBergen;1007;Healthcare;Strategic;FinanceHub;D6FNW4VU3R;273.552;3;00.02;-136.776
5630;EMEA-2022-146066;8/22/2022;20220822;Gavin Walsh;France;Paris;EMEA;EU-WEST;Philip Morris International;1075;Consumer Products;Enterprise;ContactMatcher;5I9YKE4TK1;815.292;9;00.04;-339.705
5631;EMEA-2020-127614;02/12/20;20200212;Sean Rees;Spain;Valencia;EMEA;EU-WEST;Walgreens;1095;Retail;SMB;Data Smasher;OKMLY28YRH;234.45.00;3;0;103.158
5632;EMEA-2020-127614;02/12/20;20200212;Sean Rees;Spain;Valencia;EMEA;EU-WEST;Walgreens;1095;Retail;SMB;ContactMatcher;8UV9OSKVOL;1256.22.00;6;0;753.732
5633;EMEA-2020-127614;02/12/20;20200212;Sean Rees;Spain;Valencia;EMEA;EU-WEST;Walgreens;1095;Retail;SMB;ContactMatcher;CJBA5TEOJB;17.46;2;0;82.062
5634;EMEA-2022-101742;9/24/2022;20220924;Cameron Oliver;United Kingdom;London;EMEA;UKIR;UnitedHealth Group;1092;Healthcare;Enterprise;ContactMatcher;2KD0GMK6Z1;10.528;7;00.02;36.848
5635;AMER-2021-134943;12/05/21;20211205;Molly Watson;Brazil;Brasília;AMER;LATAM;Philip Morris International;1075;Consumer Products;Enterprise;ContactMatcher;SUXY7M28YJ;152.08.00;5;0;76.04.00
5636;AMER-2023-123022;09/04/23;20230904;Angela Churchill;United States;Cleveland;AMER;NAMER;Valero Energy;1093;Energy;Enterprise;ContactMatcher;3KOQZAX0YT;82.56.00;5;00.02;28.896
5637;AMER-2023-123022;09/04/23;20230904;Angela Churchill;United States;Cleveland;AMER;NAMER;Valero Energy;1093;Energy;Enterprise;Data Smasher;DMR196Q63A;284.97;3;0;85.491
5638;AMER-2023-113208;3/27/2023;20230327;Jasmine McDonald;Brazil;São Paulo;AMER;LATAM;Philip Morris International;1075;Consumer Products;Strategic;SaaS Connector Pack;DJB09G8BT8;60.84;3;0;231.192
5639;AMER-2020-154893;12/21/2020;20201221;Evan Paige;United States;Seattle;AMER;NAMER;Honda Motor;1045;Manufacturing;SMB;FinanceHub;W2JG4OD61P;1325.76;6;00.02;149.148
5640;AMER-2020-154893;12/21/2020;20201221;Evan Paige;United States;Seattle;AMER;NAMER;Honda Motor;1045;Manufacturing;SMB;FinanceHub;D9MAK5Y0RL;572.16.00;3;00.02;35.76
5641;AMER-2020-147900;9/23/2020;20200923;Jack Graham;Mexico;Guadalajara;AMER;LATAM;Microsoft;1066;Tech;Enterprise;Support;P81LZHWJIX;28.08.00;9;00.02;10.08
5642;EMEA-2023-106355;04/03/23;20230403;Samantha Piper;Saudi Arabia;Jeddah;EMEA;MEA;Fannie Mae;1035;Finance;Enterprise;ChatBot Plugin;VM2IBR2A1R;11.12;4;0;28.912
5643;EMEA-2022-127985;04/02/22;20220402;Christian Kerr;Finland;Helsinki;EMEA;NOR;Volkswagen;1046;Manufacturing;Enterprise;SaaS Connector Pack;6VN8NXQRC6;07.04;4;0;30.976
5644;EMEA-2021-166604;5/15/2021;20210515;Nicholas Paterson;Finland;Helsinki;EMEA;NOR;Walt Disney;1097;Communications;Strategic;SaaS Connector Pack - Gold;4EDSGB428V;0,773611111;3;0;87.906
5645;AMER-2023-120719;3/24/2023;20230324;Liam Young;Canada;Toronto;AMER;NAMER;FedEx;1036;Transportation;Enterprise;ContactMatcher;TM7QMYGY87;34.76;5;00.02;11.297
5646;AMER-2023-127117;4/15/2023;20230415;Paul Martin;Argentina;Córdoba;AMER;LATAM;BNP Paribas;1065;Finance;Strategic;SaaS Connector Pack;KCAL1JOGE3;74.45.00;5;0;201.015
5647;EMEA-2021-104241;01/04/21;20210104;Isaac Hart;Spain;Alicante;EMEA;EU-WEST;China National Petroleum;1023;Energy;Strategic;SaaS Connector Pack;072Q6KWNJE;192.22.00;14;0;691.992
5648;EMEA-2023-168179;11/03/23;20231103;Joanne Davies;Turkey;Istanbul;EMEA;MEA;Tyson Foods;1088;Consumer Products;SMB;Support;73YYLE2SA8;19.44;3;0;93.312
5649;AMER-2023-142342;7/18/2023;20230718;Carolyn Dowd;United States;Arlington;AMER;NAMER;Nestle;1089;Consumer Products;Strategic;Support;JK0HT09POV;32.04.00;5;0;15.552
5650;AMER-2023-142342;7/18/2023;20230718;Carolyn Dowd;United States;Arlington;AMER;NAMER;Nestle;1089;Consumer Products;Strategic;SaaS Connector Pack - Gold;I7LRDXOQ0O;57.09.00;5;0;28.95
5651;AMER-2023-142342;7/18/2023;20230718;Carolyn Dowd;United States;Arlington;AMER;NAMER;Nestle;1089;Consumer Products;Strategic;Marketing Suite - Gold;1G4W2IUTK4;10.56;2;0;0
5652;AMER-2023-142342;7/18/2023;20230718;Carolyn Dowd;United States;Arlington;AMER;NAMER;Nestle;1089;Consumer Products;Strategic;Marketing Suite;7B8JT1QKUA;1.194.165;5;00.15;210.735
5653;EMEA-2023-109099;10/07/23;20231007;Boris Coleman;United Kingdom;London;EMEA;UKIR;Goldman Sachs Group;1042;Finance;Strategic;Support;5PDMW271Z2;40.99;1;0;200.851
5654;AMER-2020-134187;11/04/20;20201104;Stephanie Abraham;United States;Jacksonville;AMER;NAMER;Huawei;1086;Tech;Strategic;ChatBot Plugin;DMNIMO9AFG;0,148611111;1;0;5,5125
5655;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;ContactMatcher;31KGMF2X5D;45.24.00;4;00.07;-30.16
5656;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;ChatBot Plugin;7DITDNWTNM;18.688;4;00.02;2.336
5657;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;Support;P91ZQP96SR;11.648;2;00.02;37.856
5658;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;Data Smasher;JJCH00PRDE;112.776;3;00.02;-84.582
5659;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;ContactMatcher;PBFTSP41PT;377.45.00;5;00.05;-264.215
5660;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;FinanceHub;X96F01UH2O;15.936;4;00.02;51.792
5661;EMEA-2022-145261;12/19/2022;20221219;Alexander Pullman;Belgium;Brussels;EMEA;EU-WEST;Ford Motor;1009;Manufacturing;Enterprise;Site Analytics;MYXAW17S2E;28.68;3;00.02;-7.17
5662;EMEA-2022-108875;9/25/2022;20220925;Stephanie Kelly;Russia;St Petersburg;EMEA;EU-EAST;State Farm Insurance Cos.;1082;Finance;Enterprise;SaaS Connector Pack;BPG9BXINYB;21.44;2;00.02;7.504
5663;EMEA-2022-108875;9/25/2022;20220925;Stephanie Kelly;Russia;St Petersburg;EMEA;EU-EAST;State Farm Insurance Cos.;1082;Finance;Enterprise;Marketing Suite - Gold;IUHBHSOTUX;511.056;9;00.02;-95.823
5664;AMER-2022-141957;7/22/2022;20220722;Jessica Hughes;Mexico;Monterrey;AMER;LATAM;UnitedHealth Group;1092;Healthcare;Strategic;ChatBot Plugin;NKM5A7BUWP;18.656;2;00.02;13.992
5665;AMER-2022-141957;7/22/2022;20220722;Jessica Hughes;Mexico;Monterrey;AMER;LATAM;UnitedHealth Group;1092;Healthcare;Strategic;ContactMatcher;3Y1SW21E9T;11.088;7;00.07;-81.312
5666;AMER-2022-141957;7/22/2022;20220722;Jessica Hughes;Mexico;Monterrey;AMER;LATAM;UnitedHealth Group;1092;Healthcare;Strategic;Marketing Suite - Gold;2EUF51YK2Y;66.688;1;00.02;4.168
5667;AMER-2022-141957;7/22/2022;20220722;Jessica Hughes;Mexico;Monterrey;AMER;LATAM;UnitedHealth Group;1092;Healthcare;Strategic;Marketing Suite - Gold;M7XOQDM5MG;99.488;2;00.02;87.052
5668;AMER-2022-142405;06/12/22;20220612;Jane Stewart;Canada;Toronto;AMER;NAMER;Honda Motor;1045;Manufacturing;SMB;FinanceHub;BZAKPWYT43;0,626388889;2;0;68.714
5669;AMER-2022-142405;06/12/22;20220612;Jane Stewart;Canada;Toronto;AMER;NAMER;Honda Motor;1045;Manufacturing;SMB;ContactMatcher;ER4PLSZQTR;53.984;14;00.02;175.448
5670;AMER-2022-142405;06/12/22;20220612;Jane Stewart;Canada;Toronto;AMER;NAMER;Honda Motor;1045;Manufacturing;SMB;Data Smasher;2KZO563QH2;389.97;3;0;1.325.898
5671;APJ-2021-141012;06/09/21;20210609;Natalie Nash;Taiwan;Taipei;APJ;APAC;Itochu;1032;Finance;SMB;SaaS Connector Pack;SSK67FCJO4;355.36.00;4;0;923.936
5672;APJ-2021-141012;06/09/21;20210609;Natalie Nash;Taiwan;Taipei;APJ;APAC;Itochu;1032;Finance;SMB;Site Analytics;M6PE8NWCOO;140.376;3;00.02;87.735
5673;APJ-2023-127922;10/28/2023;20231028;Harry Murray;Japan;Aichi;APJ;JAPN;State Farm Insurance Cos.;1082;Finance;Strategic;SaaS Connector Pack - Gold;T9OP8DUU0E;0,683333333;2;00.02;5.544
5674;APJ-2023-127922;10/28/2023;20231028;Harry Murray;Japan;Aichi;APJ;JAPN;State Farm Insurance Cos.;1082;Finance;Strategic;Support;B62I0N26L8;8.448;2;00.02;0,127777778
5675;AMER-2022-146318;1/22/2022;20220122;Theresa Henderson;Canada;Toronto;AMER;NAMER;Safeway;1079;Retail;SMB;Support;7KUDSQNL5D;0,566666667;2;0;62.208
